Roles	Users	OID	OptimisticLockField
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{E1CF0796-A341-4F6B-930C-B1E610098056}	{CA40FC53-5E45-48B3-BC34-9F800ABFE3DA}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{C5F8765D-1132-408E-A5BF-5D234FFAB1A8}	{EAA1B46E-BF27-4A45-930B-A02B5BC1CA63}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{61A7EE59-CE46-4DFC-87F0-21B34EBB62F7}	{6D51AAEA-2CB0-4421-ACFE-A172D047C3D7}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{78FBA022-B1AC-4FE3-A835-2F559015968A}	{9A5217D5-6111-4702-ACCF-A382138B18FD}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{3A498FE1-9794-490D-B6C7-B6129AF6F1ED}	{7148D9CB-02A3-4505-8837-A39DE0C38FB1}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{9EF24F38-9BBD-4F2F-8421-214A5B4E6C7A}	{78C3AA3F-3FFF-4944-A1CE-A627AD3DC5AA}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{ECBB7F37-DA6D-4AD5-A225-81483036B0D3}	{4A5F8CA9-8B6C-4BD5-9E88-A86AE829B5FD}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{5CA837EB-C695-4CFA-B822-AF3EE8DB29E0}	{8F88E034-C150-465C-BD5F-A9B2BC9D3833}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{710E2B04-5E0E-4293-A2CD-BB65629E9FA8}	{D4FEFD5B-5D0D-4663-BBD1-AC02C1FA384C}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{FBD2B1D5-254C-43AD-81A5-F912A9538651}	{7AA510C9-72F9-4A8A-AA3D-ADD820CE4739}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{E62323AF-9D68-439F-B0E6-9E081A6E8970}	{7A5555CB-9EBF-4532-AB7F-AE99B98E2053}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{DA6228BC-BC0E-431D-86A3-7E054C9CB9E9}	{BD9DA43C-854B-4F3E-9F16-AFDEF9BB1FAE}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{FBC6D8EC-B656-42BE-98A2-5D09BAF36368}	{903166C9-6034-45E2-867A-B0FEC19346B1}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{DAA36915-5BA7-4AC0-9F09-D93816A341F8}	{10345C74-BADC-4F9E-95A8-B1C1E1DF989A}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{5480C4EF-698F-402C-829D-7FE432A02E8C}	{5917218A-CDBE-4702-AF4B-B2F897B4FA85}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{9F199363-2797-4050-8E01-A5A090E4A0D3}	{ECD154E6-CEA6-4AB6-9C69-B30EAD32575B}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{ED6355FE-647C-4254-91BF-741278C3E6A0}	{CD8D6746-8DF8-4391-A161-B38014AF4331}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{825E5FF2-BA7E-4F5E-B73A-A75F73AB75F2}	{E468B852-C120-4E63-B337-B414B02F2E6F}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{A4622144-BC5F-46DD-8EBA-05771C0B7B95}	{1FA38761-7F38-46BD-ADFF-B5424F68D532}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{C8736FE7-0797-426D-B2EA-DE1644A99235}	{E9794F27-9EED-4C4D-8DD8-B5A4870C5D8C}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{7344B16A-110E-4AA3-B6C2-4DF089A8F87C}	{78FF546E-17A7-4940-89C4-B6260FE4418B}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{7E58041B-81FD-477E-B026-672E7737F05F}	{297B0E54-AD51-40BD-B7BB-B7937086DFCC}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{1175244C-17AC-4B9B-A745-A47D6CEFF7EB}	{BC7B51ED-499A-4BE9-A24D-B8CEF4E524EA}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{2D2BC046-803C-4878-9662-C0106B046E94}	{AF3E5D76-9CA3-45BA-A801-BCAF1FD322CA}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{EF833053-3DD0-4FBD-97A4-BF9D0B4D4AAA}	{707F09DC-C600-465E-A766-BDFF1CC5723F}	0
{2CD4723C-D83F-4636-B3BE-2E2FCFF5D79B}	{CCFB6445-083D-4DBF-A2A6-2CDB6A8A8904}	{E1685BA3-BBE4-4156-9432-BE9228B2E989}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{0E054068-ADB6-4198-9642-AB02F54C5567}	{5C196D1B-BB1C-4489-827D-BE95D78B8D7D}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{B5FB3F67-366B-4679-8060-AE88A85B254D}	{AEF6D3E1-3E22-4CE1-A10B-BF624FD5C016}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{9D56AB83-6589-4855-AE04-54E825A010BE}	{6CA37314-032A-4297-848F-BF6553338D04}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{0E39F309-559D-4BB6-8867-2ADC80A58941}	{DEBCABDF-55CF-4AAC-8B77-C02347DBA2D1}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{AF961F6D-6AFF-451A-ABC7-6C1608E8EAFD}	{09685FEA-091F-436E-AB1C-C06BD20177C7}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{94E70B41-B724-4DCF-9265-5D52A557FF0B}	{D4AF2843-C3C5-487E-AC65-C21423297BF2}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{0B17CB02-C878-4CFD-897D-184C3702C656}	{CCD75843-2C4A-4163-A509-C3C9C8872FF9}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{8CB6FE6C-B8C2-4915-849B-2A985A5E9768}	{35723F76-B077-4BD3-93A2-C6139B341CBE}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{4236D591-45A1-4E74-80FD-735360AFF6AD}	{DDEFE346-82CF-446B-A055-C71EF2267532}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{7CF1D561-5584-478F-A677-BB283A99AD60}	{BBE97A39-359A-4388-B09C-C72F5B4A0D4C}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{55EC8AE4-C29C-460E-ADD9-FA319E88C9A6}	{B3B981AB-D27D-400A-8FD9-C770C021C737}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{7E1053DA-EDBB-45D7-B347-34165A45CFA5}	{692C71D6-248F-42E4-8EEA-C7918591C541}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{E075B26E-F0CE-47C6-90A1-3FC1FC265E42}	{AEAD3AE9-C6CC-4BD3-9710-C9BDE1B4BDEC}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{78886E2E-BE14-449E-84EE-04B161F3F2A5}	{67D37369-7C83-4C44-BF70-CAEADEEC7B32}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{0FDBA6BA-7C38-4361-97EE-F94A96E59B50}	{25E1BB8D-733F-4FE0-BB0E-CB41685EE002}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{D110A228-35A7-40BF-9BC7-3C542B00A96D}	{D8912E1B-2338-485F-A24B-CC12DBCE1565}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{C528A775-52AB-43C3-8E8B-7226547C882C}	{53237A3C-64B2-4238-B17F-CD4682D0AFC4}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{B4346C52-746E-4AC7-80DA-43926290E648}	{5B480026-35B7-4284-B14E-CE869F19F4BC}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{CE8FA1FB-47EE-45C6-B5C4-AA456A0612C3}	{76C621F3-071D-4CD0-ADD2-CF594631DA5B}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{930838E4-AB08-424B-9ABA-81113D3089D0}	{1263CB6E-38B5-4E74-9DAF-CFDB455C55A7}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{77AF26E0-4C5D-4A23-9DF2-98B321EEB55B}	{864C2E25-C7C3-4383-A779-CFFFA79183E2}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{E8D68275-BB47-4617-BE9C-44D9C4D38DCD}	{C9353472-92E4-4450-B8A0-D049485C4ED3}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{9A520BC3-D8D3-4002-B16E-CEF4448CC15A}	{B1B8807C-0764-4FAA-84B6-D1724FB6E99D}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{1904C3C3-9B8E-413A-95FE-2DD8E8342127}	{D0B13F67-CC0B-44AE-AF70-D19C69407D83}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{5C37C47F-8D43-4B85-828B-262F093CE014}	{05D05C98-B044-4F4B-A1E0-D24A7BD58417}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{1A5B38B5-CF48-4CC4-9CFB-9B5B39038337}	{9DC06AE8-381D-4218-83CA-D313803B7333}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{6F47AE10-81D4-4682-860E-E6A56EE4A614}	{CED36173-4543-4590-9B32-D42F74CFBEDD}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{0F3041A2-2D8C-4ECD-AA45-5BE1256A4AAE}	{59D8973A-3C82-45DD-91D6-D44FDBFF719F}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{448CD908-2FB3-4692-B2D4-31888DAA5950}	{414AE4C6-5CB4-4F5C-B441-D4BC3451BF81}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{F0925A02-6AEE-4629-9A46-0002EEAD1D39}	{065D2EBA-1444-4CD5-8B83-D5022EBA2924}	0
{9C742FC1-6268-4B92-A5A6-600B28449B4A}	{0A6FCD81-8BAA-4E51-B777-FEBA70C631F2}	{BCBAB3EC-F225-4793-B7EC-D5756A85C18F}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{9A4F7600-E8CE-4AB2-8674-7618D6969825}	{EA890BD3-8225-45ED-A8BB-D6E755BAE7A8}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{1533BC9D-DFCD-48AF-8CC4-409C296F5407}	{0BB67900-8B04-4A02-802E-D7552A0DAD41}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{6F109EB9-9C68-4334-ABBE-3712CAB9BBE6}	{88C5F8A7-993F-4C97-BC71-D898CF625322}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{D56862D2-FA5F-45E3-A38F-E45645357ED4}	{D9D6CAAA-38CB-4B4C-8907-DB4A541676F3}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{1D462C75-EE23-4775-8979-A47521652C4E}	{CF7CFBE1-BE83-450B-AC91-DC52D58F54F2}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{AFD9D869-0E40-489D-8453-981B60E1A9CD}	{07F16DD3-51BA-47BD-9EB6-DC99DCC5804B}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{4CC1BC52-5AA3-4425-964A-4B9A3799711E}	{63E9DCB8-D060-4F90-98A5-DDA75C319681}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{751E1CC6-B1C3-4B7A-A484-4A344E35703C}	{66D91D3F-B1A8-49D3-9077-E26397468E58}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{EB95E3AE-E1AA-44D4-A793-12B6E5CE66D6}	{3298EA08-A03F-44F5-B462-E2CF75307870}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{91710843-D15F-4B56-8FB3-2E6EFD386F22}	{0864F672-49D5-4F0E-99A9-E4AC685D1C41}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{06DB0421-06B2-4F25-AA58-2DA134D9D8EF}	{0DD5818F-1B75-4437-9423-E5F512262C4A}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{871369BD-7C3C-4589-B4B8-B487C95E25DF}	{90A9E85D-E22A-466B-8DA3-E5F6F42C3497}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{96FDD7C3-EFC3-42DD-95B6-98718DE25E46}	{FC938AA0-16CF-44B9-B7C6-E7E3BB813614}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{E9C44638-E98E-4C5F-AFF9-CF7F086D5232}	{48625E20-F3AA-49F0-9FDA-E855A52FBFE8}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{86BDDA71-F5CC-45CA-B227-86E9193091B5}	{3E48C40F-4541-4242-B349-E9652E2318CB}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{14EB9B08-1CBE-4140-9611-CDD779C46CB4}	{F7418C17-23C3-4E9B-B272-E9C6DFCD6926}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{6BF17FA4-944D-477C-8D2D-F2D890098437}	{EB249A8E-FD87-4BE6-8B78-EA5F0FC53C7C}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{279214CC-2268-404D-B41A-E3980025A080}	{F0A23F8C-FE6A-4BB9-B406-EB7367D12D6A}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{88B67F73-C8A9-49DF-97E2-A07FC1CEF5B0}	{6A02C92A-CB48-4879-8B85-EBCC7F07A469}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{AFEB723F-C341-4A34-8229-7FD0575E4926}	{28E56A76-7BB1-4B02-A599-EBE5A4D389F1}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{57C6F01C-E0FD-4071-9BD5-F7742FF4C699}	{67313298-29CD-4A3C-98AE-EC491FE32F7D}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{3B94B885-FBF7-433D-9043-6E4CBF142073}	{640B15CF-B728-42E4-B813-EC724BA575EA}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{D8560C5E-C0AE-45C0-991D-AAF2790A3805}	{AB5FC194-75C0-40D1-BD6B-ECFEDB64EC5F}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{2C3DB1B5-6860-43F3-AA97-C1FBF81120EB}	{E6E0744C-8135-481A-AA73-ED5E2E07BF52}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{7580603B-E093-4516-85CC-06A2D796B2D2}	{CB035641-A58A-4F0E-B023-EE275017E1B1}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{695E949C-D4EC-425D-B612-17094912A28C}	{5793F4D5-0171-4B10-934C-EF475FCA0AA9}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{876362C8-7CBD-427A-9D37-826FE1559E4E}	{F53CF448-C477-493C-94CC-EF91B2FCF54F}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{5FE84A14-8217-47CD-8453-2CE86EDF3AD2}	{57ED6C53-C87B-4A4F-BFD6-F08865C76A6F}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{0F6EA2AF-0AC9-4974-86F2-1616976C51D1}	{DE0AF7B7-34A0-4249-8C1D-F15BF19C61A9}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{2B90054B-AEC5-488F-BC38-21DFC85F4225}	{7E21FC7F-2DCC-469E-AB7F-F17973F40862}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{A1FFC5FC-C180-4143-8985-59C66DCDF379}	{CE2E6362-1AFD-4D05-B425-F21B1E0E9B64}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{2C6AD283-480F-42B7-9743-20F1462658F8}	{CBCDE45F-4135-4F2B-B8B7-F2A2A1594A81}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{3E143DE2-00B4-4DE2-9165-35DFA947A49F}	{7CD2B334-990D-45BA-BFE9-F2F98BFE85C2}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{F35810EC-D573-4E11-AB3B-BF84CCCC59CA}	{E7DF7632-6A5D-4EAA-AC2A-F398C7EA4A96}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{72614045-DF8A-4434-B7F8-E61D119F5AC8}	{5172CDEA-C923-4DE5-8561-F4534B5FDB40}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{C1053A2F-E912-4EDF-99CC-30F272282098}	{1A4E4F66-B96C-4330-9D9C-F66F761D444F}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{7DAB1674-1AB5-4500-A70F-AD3CF3A3DFB7}	{7E7011CD-D1E4-47BA-9E2D-F6836852B84B}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{1A604946-DE8D-47F2-9105-0F90112B5D24}	{0ADF1453-0132-441C-BEA8-F701B158EC87}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{756677A0-7D69-4657-BE2F-BBB46F4BCB04}	{4BBDE11B-2782-44A0-8028-F73D05413A02}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{CC55CE4E-D438-471F-B1E5-A0AD9364F35B}	{C545CF76-F3C1-4EEB-A2A6-F742F976F76A}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{F50BEBE9-DE83-493B-9AEA-2C96B9FB090C}	{20F0C58C-621B-4DCF-A493-F7A0A40F5448}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{4F2E3884-46CC-4E67-812F-50B668E2981F}	{D3FB02BE-C0A2-4D97-8A87-F84F08521028}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{F64CE743-8355-4EB3-B7C2-6553E398DE6A}	{80CBD1A0-64EB-4C39-A48F-F972C6CCBC08}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{CF3669F4-8086-4879-83D2-7E4CACF704B5}	{E2409E0F-4767-4639-9DE6-FBAE949B1241}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{3A926D32-099E-44A2-B155-364CFE9E94E5}	{48904634-1BCF-447D-B2DB-FCCFF6B9F7D4}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{F7F2836E-8C9A-40C8-B77A-69383C4725A0}	{85620E63-228A-4C79-AB48-FCEF738F7B0B}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{EBA5F7AF-08F9-4FBC-A2C4-F7C29F97DFC5}	{550EA6AE-96C4-4763-A203-FD14F80BAEB3}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{B04D2FC3-8A70-47C9-8CFF-BFC604985939}	{DCBBAD74-E1C2-4F5E-917E-FEEB8ACA755A}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{750215FF-42B1-40EB-9273-0ABF6EB01B2C}	{B36E4CB4-808A-4C99-8A6B-FFAD5B86AE1C}	0
{4ED23831-C635-4A16-B3A4-7246B90BF32D}	{D7CDB903-CE45-4FF1-9338-E70E105C769B}	{F32EA307-45B5-49BC-AAB5-FFF9FB607FE9}	0
